DATA	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C40	C41	C42	C43	C44	C45	C46	C47	C48	C49	C50	C51	C52	C53	C54	C55	C56	C57	C58	C59	C60	C61	C62	C63	C64	C65	C66	C67	C68	C69	C70	C71	C72	C73	C74	C75	C76	C77	C78	C79	C80	C81	C82	C83	C84	C85	C86	C87	C88	C89	C90	C91	C92	C93	C94	C95	C96	C97	C98	C99	C100	C101	C102	C103	C104	C105	C106	C107	C108	C109	C110	C111	C112	C113	C114	C115	C116	C117	C118	C119	C120	C121	C122	C123	C124	C125	C126	C127	C128	C129	C130	C131	C132	C133	C134	C135	C136	C137	C138	C139	C140	C141	C142	C143	C144	C145	C146	C147	C148	C149	C150	C151
R117	0.001574468	0.000705882	0.000384615	0.007150943	0.137436364	13.07666071	0.000966102	0.005116667	0.019984127	0.111121212	0.095485294	0.005637681	0.005708333	0.000826667	0.016	3.346113636	0.046168421	0.042122449	0.000970297	0	0	0.003811321	0.000108108	0.00005	0.000512397	0.00004	7.52E-05	0.043978102	5.76E-05	7.14E-05	4.26E-05	0.000191781	5.44E-05	1.31E-05	4.46E-05	0	6.06E-06	1.20E-05	0	5.81E-06	0.000154286	0.000685393	0	0	0	3.08E-05	0	0.001466346	2.59E-05	0.001302521	0.001574468	0.000705882	0.000384615	0.007150943	0.137436364	13.07666071	0.000966102	0.005116667	0.019984127	0.111121212	0.095485294	0.005637681	0.005708333	0.000826667	0.016	3.346113636	0.046168421	0.042122449	0.000970297	0	0	0.003811321	0.000108108	0.00005	0.000512397	0.00004	7.52E-05	0.043978102	5.76E-05	7.14E-05	4.26E-05	0.000191781	5.44E-05	1.31E-05	4.46E-05	0	6.06E-06	1.20E-05	0	5.81E-06	0.000154286	0.000685393	0	0	0	3.08E-05	0	0.001466346	2.59E-05	0.001302521	0	0.000745098	0.000326923	0.005773585	0.110963636	9.250303571	0.000711864	0.004116667	0.018793651	0.110575758	0.093838235	0.006072464	0.005152778	0.00092	0.016564706	3.365738636	0.048147368	0.042969388	0.000940594	0	0	0.003698113	0.000117117	0.000075	0.000520661	0.000072	9.02E-05	0.044751825	9.35E-05	9.29E-05	4.96E-05	0.000232877	3.40E-05	1.31E-05	5.73E-05	0	6.06E-06	1.20E-05	0	1.16E-05	0.000194286	0.000606742	0	0	5.41E-06	2.05E-05	0	0.001644231	2.16E-05	0.001298319	0
METADATA	Category	Property	Unit	Value																																																																																																																																																			
T	Description			Adams Lab 100-well Survey Data 1-118 2013-05-16, suspension																																																																																																																																																			
T	Measurement	Values		RawValues																																																																																																																																																			
C1	Experiment	Machine Name		Ti /  47 [#1]																																																																																																																																																			
C2	Experiment	Machine Name		V /  51 [#1]																																																																																																																																																			
C3	Experiment	Machine Name		Cr /  52 [#1]																																																																																																																																																			
C4	Experiment	Machine Name		Cr /  53 [#1]																																																																																																																																																			
C5	Experiment	Machine Name		Mn /  55 [#1]																																																																																																																																																			
C6	Experiment	Machine Name		Fe /  56 [#1]																																																																																																																																																			
C7	Experiment	Machine Name		Co /  59 [#1]																																																																																																																																																			
C8	Experiment	Machine Name		Ni /  60 [#1]																																																																																																																																																			
C9	Experiment	Machine Name		Cu /  63 [#1]																																																																																																																																																			
C10	Experiment	Machine Name		Zn /  66 [#1]																																																																																																																																																			
C11	Experiment	Machine Name		Zn /  68 [#1]																																																																																																																																																			
C12	Experiment	Machine Name		Ga /  69 [#1]																																																																																																																																																			
C13	Experiment	Machine Name		Ge /  72 [#1]																																																																																																																																																			
C14	Experiment	Machine Name		As /  75 [#1]																																																																																																																																																			
C15	Experiment	Machine Name		Rb /  85 [#1]																																																																																																																																																			
C16	Experiment	Machine Name		Sr /  88 [#1]																																																																																																																																																			
C17	Experiment	Machine Name		Mo /  95 [#1]																																																																																																																																																			
C18	Experiment	Machine Name		Mo /  98 [#1]																																																																																																																																																			
C19	Experiment	Machine Name		Ru /  101 [#2]																																																																																																																																																			
C20	Experiment	Machine Name		Rh /  103 [#2]																																																																																																																																																			
C21	Experiment	Machine Name		Pd /  105 [#1]																																																																																																																																																			
C22	Experiment	Machine Name		Cd /  106 [#2]																																																																																																																																																			
C23	Experiment	Machine Name		Cd /  111 [#2]																																																																																																																																																			
C24	Experiment	Machine Name		Sn /  120 [#2]																																																																																																																																																			
C25	Experiment	Machine Name		Sb /  121 [#2]																																																																																																																																																			
C26	Experiment	Machine Name		Te /  125 [#2]																																																																																																																																																			
C27	Experiment	Machine Name		Cs /  133 [#2]																																																																																																																																																			
C28	Experiment	Machine Name		Ba /  137 [#2]																																																																																																																																																			
C29	Experiment	Machine Name		La /  139 [#2]																																																																																																																																																			
C30	Experiment	Machine Name		Ce /  140 [#2]																																																																																																																																																			
C31	Experiment	Machine Name		Pr /  141 [#2]																																																																																																																																																			
C32	Experiment	Machine Name		Nd /  146 [#2]																																																																																																																																																			
C33	Experiment	Machine Name		Sm /  147 [#2]																																																																																																																																																			
C34	Experiment	Machine Name		Eu /  153 [#2]																																																																																																																																																			
C35	Experiment	Machine Name		Gd /  157 [#2]																																																																																																																																																			
C36	Experiment	Machine Name		Dy /  163 [#2]																																																																																																																																																			
C37	Experiment	Machine Name		Ho /  165 [#2]																																																																																																																																																			
C38	Experiment	Machine Name		Er /  166 [#2]																																																																																																																																																			
C39	Experiment	Machine Name		Tm /  169 [#2]																																																																																																																																																			
C40	Experiment	Machine Name		Yb /  172 [#2]																																																																																																																																																			
C41	Experiment	Machine Name		Lu /  175 [#2]																																																																																																																																																			
C42	Experiment	Machine Name		Hf /  178 [#2]																																																																																																																																																			
C43	Experiment	Machine Name		Ta /  181 [#2]																																																																																																																																																			
C44	Experiment	Machine Name		W /  182 [#2]																																																																																																																																																			
C45	Experiment	Machine Name		Re /  185 [#2]																																																																																																																																																			
C46	Experiment	Machine Name		Pt /  195 [#2]																																																																																																																																																			
C47	Experiment	Machine Name		Tl /  205 [#2]																																																																																																																																																			
C48	Experiment	Machine Name		Pb /  208 [#2]																																																																																																																																																			
C49	Experiment	Machine Name		Th /  232 [#2]																																																																																																																																																			
C50	Experiment	Machine Name		U /  238 [#2]																																																																																																																																																			
C1	Experiment	Collision-Mode		Yes																																																																																																																																																			
C2	Experiment	Collision-Mode		Yes																																																																																																																																																			
C3	Experiment	Collision-Mode		Yes																																																																																																																																																			
C4	Experiment	Collision-Mode		Yes																																																																																																																																																			
C5	Experiment	Collision-Mode		Yes																																																																																																																																																			
C6	Experiment	Collision-Mode		Yes																																																																																																																																																			
C7	Experiment	Collision-Mode		Yes																																																																																																																																																			
C8	Experiment	Collision-Mode		Yes																																																																																																																																																			
C9	Experiment	Collision-Mode		Yes																																																																																																																																																			
C10	Experiment	Collision-Mode		Yes																																																																																																																																																			
C11	Experiment	Collision-Mode		Yes																																																																																																																																																			
C12	Experiment	Collision-Mode		Yes																																																																																																																																																			
C13	Experiment	Collision-Mode		Yes																																																																																																																																																			
C14	Experiment	Collision-Mode		Yes																																																																																																																																																			
C15	Experiment	Collision-Mode		Yes																																																																																																																																																			
C16	Experiment	Collision-Mode		Yes																																																																																																																																																			
C17	Experiment	Collision-Mode		Yes																																																																																																																																																			
C18	Experiment	Collision-Mode		Yes																																																																																																																																																			
C19	Experiment	Collision-Mode		No																																																																																																																																																			
C20	Experiment	Collision-Mode		No																																																																																																																																																			
C21	Experiment	Collision-Mode		Yes																																																																																																																																																			
C22	Experiment	Collision-Mode		No																																																																																																																																																			
C23	Experiment	Collision-Mode		No																																																																																																																																																			
C24	Experiment	Collision-Mode		No																																																																																																																																																			
C25	Experiment	Collision-Mode		No																																																																																																																																																			
C26	Experiment	Collision-Mode		No																																																																																																																																																			
C27	Experiment	Collision-Mode		No																																																																																																																																																			
C28	Experiment	Collision-Mode		No																																																																																																																																																			
C29	Experiment	Collision-Mode		No																																																																																																																																																			
C30	Experiment	Collision-Mode		No																																																																																																																																																			
C31	Experiment	Collision-Mode		No																																																																																																																																																			
C32	Experiment	Collision-Mode		No																																																																																																																																																			
C33	Experiment	Collision-Mode		No																																																																																																																																																			
C34	Experiment	Collision-Mode		No																																																																																																																																																			
C35	Experiment	Collision-Mode		No																																																																																																																																																			
C36	Experiment	Collision-Mode		No																																																																																																																																																			
C37	Experiment	Collision-Mode		No																																																																																																																																																			
C38	Experiment	Collision-Mode		No																																																																																																																																																			
C39	Experiment	Collision-Mode		No																																																																																																																																																			
C40	Experiment	Collision-Mode		No																																																																																																																																																			
C41	Experiment	Collision-Mode		No																																																																																																																																																			
C42	Experiment	Collision-Mode		No																																																																																																																																																			
C43	Experiment	Collision-Mode		No																																																																																																																																																			
C44	Experiment	Collision-Mode		No																																																																																																																																																			
C45	Experiment	Collision-Mode		No																																																																																																																																																			
C46	Experiment	Collision-Mode		No																																																																																																																																																			
C47	Experiment	Collision-Mode		No																																																																																																																																																			
C48	Experiment	Collision-Mode		No																																																																																																																																																			
C49	Experiment	Collision-Mode		No																																																																																																																																																			
C50	Experiment	Collision-Mode		No																																																																																																																																																			
C1	Experiment	Isotope		47																																																																																																																																																			
C2	Experiment	Isotope		51																																																																																																																																																			
C3	Experiment	Isotope		52																																																																																																																																																			
C4	Experiment	Isotope		53																																																																																																																																																			
C5	Experiment	Isotope		55																																																																																																																																																			
C6	Experiment	Isotope		56																																																																																																																																																			
C7	Experiment	Isotope		59																																																																																																																																																			
C8	Experiment	Isotope		60																																																																																																																																																			
C9	Experiment	Isotope		63																																																																																																																																																			
C10	Experiment	Isotope		66																																																																																																																																																			
C11	Experiment	Isotope		68																																																																																																																																																			
C12	Experiment	Isotope		69																																																																																																																																																			
C13	Experiment	Isotope		72																																																																																																																																																			
C14	Experiment	Isotope		75																																																																																																																																																			
C15	Experiment	Isotope		85																																																																																																																																																			
C16	Experiment	Isotope		88																																																																																																																																																			
C17	Experiment	Isotope		95																																																																																																																																																			
C18	Experiment	Isotope		98																																																																																																																																																			
C19	Experiment	Isotope		101																																																																																																																																																			
C20	Experiment	Isotope		103																																																																																																																																																			
C21	Experiment	Isotope		105																																																																																																																																																			
C22	Experiment	Isotope		106																																																																																																																																																			
C23	Experiment	Isotope		111																																																																																																																																																			
C24	Experiment	Isotope		120																																																																																																																																																			
C25	Experiment	Isotope		121																																																																																																																																																			
C26	Experiment	Isotope		125																																																																																																																																																			
C27	Experiment	Isotope		133																																																																																																																																																			
C28	Experiment	Isotope		137																																																																																																																																																			
C29	Experiment	Isotope		139																																																																																																																																																			
C30	Experiment	Isotope		140																																																																																																																																																			
C31	Experiment	Isotope		141																																																																																																																																																			
C32	Experiment	Isotope		146																																																																																																																																																			
C33	Experiment	Isotope		147																																																																																																																																																			
C34	Experiment	Isotope		153																																																																																																																																																			
C35	Experiment	Isotope		157																																																																																																																																																			
C36	Experiment	Isotope		163																																																																																																																																																			
C37	Experiment	Isotope		165																																																																																																																																																			
C38	Experiment	Isotope		166																																																																																																																																																			
C39	Experiment	Isotope		169																																																																																																																																																			
C40	Experiment	Isotope		172																																																																																																																																																			
C41	Experiment	Isotope		175																																																																																																																																																			
C42	Experiment	Isotope		178																																																																																																																																																			
C43	Experiment	Isotope		181																																																																																																																																																			
C44	Experiment	Isotope		182																																																																																																																																																			
C45	Experiment	Isotope		185																																																																																																																																																			
C46	Experiment	Isotope		195																																																																																																																																																			
C47	Experiment	Isotope		205																																																																																																																																																			
C48	Experiment	Isotope		208																																																																																																																																																			
C49	Experiment	Isotope		232																																																																																																																																																			
C50	Experiment	Isotope		238																																																																																																																																																			
C1	Experiment	Fraction		Suspension																																																																																																																																																			
C2	Experiment	Fraction		Suspension																																																																																																																																																			
C3	Experiment	Fraction		Suspension																																																																																																																																																			
C4	Experiment	Fraction		Suspension																																																																																																																																																			
C5	Experiment	Fraction		Suspension																																																																																																																																																			
C6	Experiment	Fraction		Suspension																																																																																																																																																			
C7	Experiment	Fraction		Suspension																																																																																																																																																			
C8	Experiment	Fraction		Suspension																																																																																																																																																			
C9	Experiment	Fraction		Suspension																																																																																																																																																			
C10	Experiment	Fraction		Suspension																																																																																																																																																			
C11	Experiment	Fraction		Suspension																																																																																																																																																			
C12	Experiment	Fraction		Suspension																																																																																																																																																			
C13	Experiment	Fraction		Suspension																																																																																																																																																			
C14	Experiment	Fraction		Suspension																																																																																																																																																			
C15	Experiment	Fraction		Suspension																																																																																																																																																			
C16	Experiment	Fraction		Suspension																																																																																																																																																			
C17	Experiment	Fraction		Suspension																																																																																																																																																			
C18	Experiment	Fraction		Suspension																																																																																																																																																			
C19	Experiment	Fraction		Suspension																																																																																																																																																			
C20	Experiment	Fraction		Suspension																																																																																																																																																			
C21	Experiment	Fraction		Suspension																																																																																																																																																			
C22	Experiment	Fraction		Suspension																																																																																																																																																			
C23	Experiment	Fraction		Suspension																																																																																																																																																			
C24	Experiment	Fraction		Suspension																																																																																																																																																			
C25	Experiment	Fraction		Suspension																																																																																																																																																			
C26	Experiment	Fraction		Suspension																																																																																																																																																			
C27	Experiment	Fraction		Suspension																																																																																																																																																			
C28	Experiment	Fraction		Suspension																																																																																																																																																			
C29	Experiment	Fraction		Suspension																																																																																																																																																			
C30	Experiment	Fraction		Suspension																																																																																																																																																			
C31	Experiment	Fraction		Suspension																																																																																																																																																			
C32	Experiment	Fraction		Suspension																																																																																																																																																			
C33	Experiment	Fraction		Suspension																																																																																																																																																			
C34	Experiment	Fraction		Suspension																																																																																																																																																			
C35	Experiment	Fraction		Suspension																																																																																																																																																			
C36	Experiment	Fraction		Suspension																																																																																																																																																			
C37	Experiment	Fraction		Suspension																																																																																																																																																			
C38	Experiment	Fraction		Suspension																																																																																																																																																			
C39	Experiment	Fraction		Suspension																																																																																																																																																			
C40	Experiment	Fraction		Suspension																																																																																																																																																			
C41	Experiment	Fraction		Suspension																																																																																																																																																			
C42	Experiment	Fraction		Suspension																																																																																																																																																			
C43	Experiment	Fraction		Suspension																																																																																																																																																			
C44	Experiment	Fraction		Suspension																																																																																																																																																			
C45	Experiment	Fraction		Suspension																																																																																																																																																			
C46	Experiment	Fraction		Suspension																																																																																																																																																			
C47	Experiment	Fraction		Suspension																																																																																																																																																			
C48	Experiment	Fraction		Suspension																																																																																																																																																			
C49	Experiment	Fraction		Suspension																																																																																																																																																			
C50	Experiment	Fraction		Suspension																																																																																																																																																			
R1	Sample	Name		GW101-7-25-12																																																																																																																																																			
R2	Sample	Name		FW104-7-26-12																																																																																																																																																			
R3	Sample	Name		FW109-1-7-25-12																																																																																																																																																			
R4	Sample	Name		FW109-2-7-25-12																																																																																																																																																			
R5	Sample	Name		TPB16-7-26-12																																																																																																																																																			
R6	Sample	Name		FW021-7-26-12																																																																																																																																																			
R7	Sample	Name		FW106-7-25-12																																																																																																																																																			
R8	Sample	Name		FW300-7-25-12																																																																																																																																																			
R9	Sample	Name		FW301-7-25-12																																																																																																																																																			
R10	Sample	Name		FW511-7-26-13																																																																																																																																																			
R11	Sample	Name		FW126-7-25-12																																																																																																																																																			
R12	Sample	Name		FW300-59-10-19-12																																																																																																																																																			
R13	Sample	Name		FW301-81-10-19-12																																																																																																																																																			
R14	Sample	Name		FW303-11-10-23-12																																																																																																																																																			
R15	Sample	Name		FW106-11-13-12																																																																																																																																																			
R16	Sample	Name		GW101-11-13-12																																																																																																																																																			
R17	Sample	Name		FW410-28-46-11-13-12																																																																																																																																																			
R18	Sample	Name		FW126-11-13-12																																																																																																																																																			
R19	Sample	Name		FW104-67-11-14-12																																																																																																																																																			
R20	Sample	Name		GW122-78-11-14-12																																																																																																																																																			
R21	Sample	Name		FW109-35-61-11-14-12																																																																																																																																																			
R22	Sample	Name		FW109-40-92-11-14-12																																																																																																																																																			
R23	Sample	Name		GW123-93-11-14-12																																																																																																																																																			
R24	Sample	Name		GW247-7-11-14-12																																																																																																																																																			
R25	Sample	Name		GW127-16-11-26-12																																																																																																																																																			
R26	Sample	Name		GW537-24-11-26-12																																																																																																																																																			
R27	Sample	Name		GW246-1-11-26-12																																																																																																																																																			
R28	Sample	Name		GW115-2-11-26-12																																																																																																																																																			
R29	Sample	Name		FW510-26-11-26-12																																																																																																																																																			
R30	Sample	Name		FW511-61-11-26-12																																																																																																																																																			
R31	Sample	Name		FW507-49-11-26-12																																																																																																																																																			
R32	Sample	Name		FW021-46-11-27-12																																																																																																																																																			
R33	Sample	Name		FW215-84-11-27--12																																																																																																																																																			
R34	Sample	Name		GW345-51-11-27-12																																																																																																																																																			
R35	Sample	Name		GW345-51-11-27-12#2																																																																																																																																																			
